product_id,product_name,department,category,subcategory,product_type,description,features,color,material,size_range,price,rating,reviews_count,tags,brand,stock_status,keywords
PTDEJTJYZGQ3QBFP,Simran Handicrafts Solid Wood Tray,Kitchen & Dining,Bakeware,Baking Dishes & Pans,Baking Dishes,"Key Features of Simran Handicrafts Solid Wood Tray Body Style: Solid Material: Wood,Simran Handicrafts Solid Wood Tray (Brown, Pack of 1) Price: Rs. 349 Wooden Serving Tray Wooden serving tray is made from high quality seasoned wood with high finish. This wooden serving tray with polish finish. A unique hand carved and brass inlay design with jali work. On wooden tray sides cutter work is done.,Specifications of Simran Handicrafts Solid Wood Tray (Brown, Pack of 1) Convenience Features Oven Safe No Microwave Safe No General Brand Simran Handicrafts Shape square Model Number BA56 Tray Type Tray Type Tray Dish Type Serving Dish Material Wood Plate Type Serving Type Color Brown Dimensions Diameter 27.94 cm Height 2.54 cm Width 15.24 cm Warranty Covered in Warranty NO Not Covered in Warranty no Body & Design Features Handle No Disposable No Body Style Solid Lid No In the Box Sales Package 1 Serving Tray Pack of 1",,,,,349.0,0.0,0,"kitchen, bakeware, dishes, baking, pans, dining",Simran Handicrafts,In Stock,"simran handicrafts solid wood tray, kitchen, bakeware, dishes, baking, pans, dining"
SHOEJRF2TEXACAKZ,Klaur Melbourne Canvas Shoes,Footwear,Women's Footwear,Casual Shoes,Canvas,"Key Features of Klaur Melbourne Canvas Shoes Material: Fabric Occasion: Casual Color: Blue Heel Height: 0,Specifications of Klaur Melbourne Canvas Shoes General Occasion Casual Ideal For Women Shoe Details Heel Height 0 inch Outer Material Fabric Color Blue",,,,,1149.0,0.0,0,"women's, canvas, footwear, shoes, casual",Klaur Melbourne,In Stock,"klaur melbourne canvas shoes, women's, canvas, footwear, shoes, casual"
BRTEJMMTQZHCY7KH,Enerzy 5 - Piece Bar Set,Kitchen & Dining,Bar & Glassware,Bar Accessories,Bar Set,"Key Features of Enerzy 5 - Piece Bar Set Wine Holder Amazing Combo Stainless Steel Great Gift for Someone,Enerzy 5 - Piece Bar Set (Stainless Steel) Price: Rs. 599 Executive Gift Set.,Specifications of Enerzy 5 - Piece Bar Set (Stainless Steel) Convenience Features Rust Resistant Yes General Brand Enerzy Model Number 510 Material Stainless Steel Finish Leather, Stainless Steel Barware Included Hip Flask Color Multicolor In the box Sales Package 1 Hip Flask, 2 Shot Glass, 1 Funnel, 1 Pipe Pack of 5",,,,,599.0,0.0,0,"kitchen, glassware, bar, accessories, set, dining",Enerzy,In Stock,"enerzy 5 - piece bar set, kitchen, glassware, bar, accessories, set, dining"
FABEJRR8CQWSR9NS,VIHA Cotton Embroidered Semi-stitched Salwar Suit Dupatta Material,Clothing,Women's Clothing,Ethnic Wear,Fabric,"Key Features of VIHA Cotton Embroidered Semi-stitched Salwar Suit Dupatta Material Ethnic Wear Salwar Suit Attractive Regular fit,VIHA Cotton Embroidered Semi-stitched Salwar Suit Dupatta Material (Semi-stitched) Price: Rs. 999 Viha Exclusive Desginer Salwar Suit Dress Material. Crafted out of premimum qaulity fabric, this dress is light in weight and soft to touch as well. Fabric Details:: Top - Cotton(3 mtr), Bottom - Santoon(2.2 mtr), Dupatta - Nazneen(2.25 mtr). Wash care:: Machine Wash/Hand Wash.,Specifications of VIHA Cotton Embroidered Semi-stitched Salwar Suit Dupatta Material (Semi-stitched) Fabric Details Fabric Cotton Type Semi-stitched Salwar Suit Dupatta Material General Details Pattern Embroidered Ideal For Women's Color Grey, White Fabric Care Machine Wash/Hand Wash Additional Details Other Details Top - Cotton, Bottam - Santoon, Dupatta - Nazneen Style Code WT_AYSH_Grey_F01 In the Box 1 Top, 1 Bottom, 1 Dupatta",,,,,949.0,0.0,0,"women's, fabric, ethnic, wear, clothing",VIHA,In Stock,"viha cotton embroidered semi-stitched salwar suit dupatta material, women's, fabric, ethnic, wear, clothing"
FABEJUNWFPKBXCJY,aahnafashion Crepe Printed Kurti Fabric,Clothing,Women's Clothing,Ethnic Wear,Fabric,"Key Features of aahnafashion Crepe Printed Kurti Fabric Type: Kurti Fabric Fabric: Crepe Pattern: Printed Ideal For: Women's,Specifications of aahnafashion Crepe Printed Kurti Fabric (Un-stitched) Fabric Details Fabric Crepe Type Kurti Fabric General Details Pattern Printed Ideal For Women's Color Maroon Additional Details Style Code sweta048 In the Box 1 Kurti",,,,,799.0,0.0,0,"women's, fabric, ethnic, wear, clothing",aahnafashion,In Stock,"aahnafashion crepe printed kurti fabric, women's, fabric, ethnic, wear, clothing"
BLCEJT9VTUQURUWK,Starmark Educational Building Blocks,Toys & School Supplies,Educational Toys,Blocks & Building Sets,Starmark Blocks & Building Sets,"Key Features of Starmark Educational Building Blocks Min Age: 3 yrs Skillset: Creativity & Imagination Type: Houses & Buildings,Starmark Educational Building Blocks (Multicolor) Price: Rs. 855 Starmark brings beautiful and bright primary-colored block construction toys encouraging childrens imagination and creativity. Made from child-safe materials, this innovative build and stack fun game is for all ages. Let your child stay engaged in playing with blocks that assure the development of their necessary abilities.,Specifications of Starmark Educational Building Blocks (Multicolor) General Country of Manufacture China Age Group 3 - 8 Years Number of Models Supported 1 Type Houses & Buildings Material Plastic Ideal For Boys::Girls Character NA Supported Model Types Building Important Note The color of some product parts may vary from what is shown in the image Special Features Non-toxic Yes Box Dimensions Important Note The color of some product parts may vary from what is shown in the image Weight 500 g Height 29 cm Width 11 cm Depth 18 cm In the Box 116 pieces",,,,,855.0,0.0,0,"sets, toys, blocks, school, starmark, building, supplies, educational",Starmark,In Stock,"starmark educational building blocks, sets, toys, blocks, school, starmark, building, supplies, educational"
BLCEJT9YKBTA8XEQ,Fun Blox Fairy Land Dining Set - 148 Pieces,Toys & School Supplies,Educational Toys,Blocks & Building Sets,Fun Blox Blocks & Building Sets,"Key Features of Fun Blox Fairy Land Dining Set - 148 Pieces Min Age: 6 yrs Skillset: Creativity & Imagination Type: Thematic Block Sets,Fun Blox Fairy Land Dining Set - 148 Pieces (Multicolor) Price: Rs. 425 Bring out your little one's imagination with this Fairy Land Beauty Block Set from Fun Blox. Soft to the touch and easy to connect, these unique building blocks are ready to transform into the amazing structure. This 148 piece set encourages curiosity and exploration and increases visual stimulation.Made from high quality material.Introduces children to different colors and shapes.Helps to develop eye hand co-ordination and motor skills.,Specifications of Fun Blox Fairy Land Dining Set - 148 Pieces (Multicolor) Important Note The color of some product parts may vary from what is shown in the image General Age Group 6 - 10 Years Type Thematic Block Sets Ideal For girls Character Fairy Box Dimensions Important Note The color of some product parts may vary from what is shown in the image",,,,,425.0,0.0,0,"sets, toys, blocks, school, blox, building, supplies, educational, fun",Fun Blox,In Stock,"fun blox fairy land dining set - 148 pieces, sets, toys, blocks, school, blox, building, supplies, educational, fun"
SGLEJUPQYCPT7QGU,Raees Wayfarer Sunglasses,Sunglasses,Raees Wayfarer Sunglasses,Raees Wayfarer Sunglasses,Raees Wayfarer Sunglasses,"Key Features of Raees Wayfarer Sunglasses Face Type - Round Frame Type - Full-frame,Specifications of Raees Wayfarer Sunglasses General Style Wayfarer Style Code Club master Ideal For Men Usage Style Dimensions Size This product is sold as M by the Brand Features & Functions Lens Color Black Lens Material Plastic Frame material Plastic Frame Type Full-frame Frame Color Black",,,,,249.0,5.0,0,"raees, wayfarer, sunglasses",Raees,In Stock,"raees wayfarer sunglasses, raees, wayfarer, sunglasses"
SGLEJV5ZR7ZRWWYW,Redex Cat-eye Sunglasses,Sunglasses,Redex Cat-eye Sunglasses,Redex Cat-eye Sunglasses,Redex Cat-eye Sunglasses,"Key Features of Redex Cat-eye Sunglasses Dummy,Specifications of Redex Cat-eye Sunglasses General Style Cat-eye Style Code VK1312 Ideal For Men, Women Usage Eye Protection Dimensions Sunglass Weight 250 g Size This product is sold as L by the Brand Features & Functions Lens Polarization No Lens Color Multicolor Lens Gradient Double Gradient Lens Material Polycarbonate Frame material Polycarbonate Frame Type Full-frame UV Protection 1 Frame Color Black, purple Lens Mirror Finish No Additional Features Other Features Dummy In the Box Sales Package 1 Sunglass, 1 Case",,,,,649.0,0.0,0,"cat-eye, sunglasses, redex",Redex,In Stock,"redex cat-eye sunglasses, cat-eye, sunglasses, redex"
SMTEJHQAWW2WTHXA,Technix Sticky Yoga Sky Blue 4 mm,Sports & Fitness,Fitness Accessories,Mats,Technix Mats,"Specifications of Technix Sticky Yoga Sky Blue 4 mm General Type Yoga Ideal For Men, Women Dimensions Weight 1000 g Length 12.5 cm Width 12.5 cm In the Box Number of Contents in Sales Package Pack of 1 Sales Package 1 Yoga Mat",,,,,650.0,0.0,0,"technix, fitness, mats, sports, accessories",Technix,In Stock,"technix sticky yoga sky blue 4 mm, technix, fitness, mats, sports, accessories"
TFHEJ9PYKHZRZN6Z,Okane Solid Men's Three Fourths,Clothing,Men's Clothing,"Cargos, Shorts & 3/4ths",Three Fourths,"Key Features of Okane Solid Men's Three Fourths Mustard Blended,Okane Solid Men's Three Fourths Price: Rs. 459 A cool casual product to make your day relaxed and comfortable. Made from blended fabric, is a definite must have.,Specifications of Okane Solid Men's Three Fourths General Details Pattern Solid Ideal For Men's Occasion Casual Three Fourth Details Fabric Blended Fabric Care Gentle Machine Wash in Lukewarm Water, Do Not Bleach Additional Details Style Code SC-45003 MUSTARD In the Box 1",,,,,459.0,0.0,0,"shorts, cargos,, three, men's, 3/4ths, fourths, clothing",Okane,In Stock,"okane solid men's three fourths, shorts, cargos,, three, men's, 3/4ths, fourths, clothing"
JWSEJWVCTUDZRQMR,MUCHMORE Alloy Jewel Set,Jewellery,Jewellery Sets,MUCHMORE Alloy Jewel Set (Pink),MUCHMORE Alloy Jewel Set (Pink),"Key Features of MUCHMORE Alloy Jewel Set Type: Earring & Necklace Set Occasion: Wedding & Engagement Collection: Designer,MUCHMORE Alloy Jewel Set (Pink) Price: Rs. 10,667 Sophisticated and gorgeous, this jewellery set by Zaveri Pearls is a must-have in your ethnic collection. Team it with a chiffon saree and a pair of slim heels to make a stunning fashion statement this wedding season.,Specifications of MUCHMORE Alloy Jewel Set (Pink) Pearl Features Pearl Type NA Silver Features Silver Weight 0 g General Base Material Alloy Brand MUCHMORE Gemstone NA Precious/Artificial Jewellery Fashion Jewellery Model Number DS-36 Plating 22K Yellow Gold Type Earring & Necklace Set Occasion Wedding & Engagement Ideal For Women Color Pink Diamond Features Diamond Weight 0 carat Diamond Shape NA Diamond Color Grade NA Diamond Clarity NA Gold Features Gold Purity NA K Additional Features Certification NA In the Box Sales Package 1 necklace 2 earings",,,,,10133.0,0.0,0,"muchmore, sets, alloy, jewel, (pink), jewellery, set",MUCHMORE,In Stock,"muchmore alloy jewel set, muchmore, sets, alloy, jewel, (pink), jewellery, set"
WABEJFWDGJDEGED4,MUDIT Resin With Waste Coupling M015 Table Top Basin,Home Improvement,Sanitaryware,Bathroom Fixtures,Wash Basin,"MUDIT Resin With Waste Coupling M015 Table Top Basin (Brown, White, Blue) Price: Rs. 2,490 This designer basin is made up of resin material and is available in different colour ,shapes and designs. It is unbreakable and very light in weight,Specifications of MUDIT Resin With Waste Coupling M015 Table Top Basin (Brown, White, Blue) In The Box 1 Wash Basin, 1 Waste Coupling General Brand MUDIT Brand Color Brown, White, Blue Model Number M015 Type Table Top Basin Model Name Resin With Waste Coupling Color Brown, White, Blue Dimensions Weight 0.5 kg Height 12.7 cm Other Dimensions Bowl size, 16 x 16 x 5 inch Shape:Round Width 40 cm Depth 40 cm Warranty Covered in Warranty Warranty of the product is covered in manufacturing defect only Warranty Summary Warranty does not cover breakage of product Service Type Customer needs to call nearby service center Not Covered in Warranty Warranty does not cover breakage of product",,,,,2490.0,0.0,0,"improvement, bathroom, sanitaryware, basin, wash, home, fixtures",MUDIT,In Stock,"mudit resin with waste coupling m015 table top basin, improvement, bathroom, sanitaryware, basin, wash, home, fixtures"
PANEJZUWRASJDZHH,mae Women's Hipster Panty,Clothing,Women's Clothing,"Lingerie, Sleep & Swimwear",Panties,"Specifications of mae Women's Hipster Panty (Pack of 3) Panty Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Type Hipster General Details Pattern Geometric Print Ideal For Women's In the Box 3, Panty Fabric Care Gentle Machine Wash, Do Not Bleach",,,,,179.0,0.0,0,"women's, sleep, lingerie,, panties, clothing, swimwear",mae,In Stock,"mae women's hipster panty, women's, sleep, lingerie,, panties, clothing, swimwear"
SWTEGTFFZWCFRT9P,ELLE Self Design Round Neck Casual Girl's Sweater,Clothing,Kids' Clothing,Girls Wear,Winter & Seasonal Wear,"Key Features of ELLE Self Design Round Neck Casual Girl's Sweater Full Sleeve Round Neck,Specifications of ELLE Self Design Round Neck Casual Girl's Sweater Sweater Details Sleeve Full Sleeve Hooded No Number of Contents in Sales Package Pack of 1 Fabric Blend Neck Round Neck General Details Pattern Self Design Occasion Casual Ideal For Girl's In the Box Let your girl experience maximum style with comfort in this red coloured sweater from the house of Elle. Made of the finest fabric, this flat knit will make a great addition to the wardrobe. Team it with a smart pair of denim jeans and sneakers. Additional Details Other Details 1 Sweater Style Code EGFLD7301MA Fabric Care Wash with Similar Colors, Use Detergent for Colors",,,,,1399.0,0.0,0,"girls, seasonal, kids', wear, clothing, winter",ELLE,In Stock,"elle self design round neck casual girl's sweater, girls, seasonal, kids', wear, clothing, winter"
SWTEEXZQHGBRYQDY,KIDS VILLAGE Applique Round Neck Casual Girl's Sweater,Clothing,Kids' Clothing,Girls Wear,Winter & Seasonal Wear,Specifications of KIDS VILLAGE Applique Round Neck Casual Girl's Sweater Sweater Details Sleeve Full Sleeve Number of Contents in Sales Package Pack of 1 Fabric Woollen Neck Round Neck General Details Pattern Applique Occasion Casual Ideal For Girl's Additional Details Style Code S-109 Fabric Care Gentle or Easy Wash,,,,,599.0,0.0,0,"girls, seasonal, kids', wear, clothing, winter",KIDS VILLAGE,In Stock,"kids village applique round neck casual girl's sweater, girls, seasonal, kids', wear, clothing, winter"
SWTEC893HAYEAWHV,UFO Self Design Round Neck Casual Girl's Sweater,UFO Self Design Round Neck Casual Girl's Sweater,UFO Self Design Round Neck Casual Girl's Sweater,UFO Self Design Round Neck Casual Girl's Sweater,UFO Self Design Round Neck Casual Girl's Sweater,"Key Features of UFO Self Design Round Neck Casual Girl's Sweater Sleeve: Full Sleeve Suitable For: Western Wear,Specifications of UFO Self Design Round Neck Casual Girl's Sweater Sweater Details Hooded No Sleeve Full Sleeve Number of Contents in Sales Package Pack of 1 Reversible No Fabric 100% Acrylic Neck Round Neck General Details Pattern Self Design Ideal For Girl's Occasion Casual Fabric Care Machine Wash At 40*C Garment Inside Out Wash Dark Colors Seaparately Do Not Bleach Tumble Dry Normal Or Flat Dry , Shape Garment In Damp Warm Iron Additional Details Style Code AW15-WR-GKT-041 Red In the Box 1 Sweater",,,,,559.0,0.0,0,"round, self, ufo, neck, sweater, design, girl's, casual",UFO,In Stock,"ufo self design round neck casual girl's sweater, round, self, ufo, neck, sweater, design, girl's, casual"
SHOEBYXXZQYHGJJY,Pu-Easy Life Monk Strap,Footwear,Kids' & Infant Footwear,For Girls,School Shoes,"Key Features of Pu-Easy Life Monk Strap Material: Artificial Leather Occasion: Formal Color: Black Heel Height: 0,Pu-Easy Life Monk Strap Price: Rs. 275 PU-Esay Life presents comfortable black school shoes for boys.,Specifications of Pu-Easy Life Monk Strap General Occasion Formal Ideal For Girls Shoe Details Sole Material PVC Number of Contents in Sales Package Pack of 1 Weight 540 g (per single Shoe) - Weight of the product may vary depending on size. Heel Height 0 inch Inner Material Synthetic Outer Material Artificial Leather Color Black In the Box 2 Shoes",,,,,275.0,3.2,0,"infant, girls, for, footwear, school, kids', shoes",Pu-Easy Life,In Stock,"pu-easy life monk strap, infant, girls, for, footwear, school, kids', shoes"
VESEGWK6BY3MUWPW,FRICTION Men's Vest,Clothing,Men's Clothing,Inner Wear & Sleep Wear,Vests,"Key Features of FRICTION Men's Vest Graphic printed vest,FRICTION Men's Vest Price: Rs. 269 Friction JEAN PARIS 100% Cotton Hosiery. Style & comfort together. Attractive colours & fit sure to get heads turned. Pair it with jeans and with/without t-shirt or shirt to complete the casual look, goes equally well as holiday/resort/night wear too. It is knitted from superior grade cotton that makes it comfortable & relaxing.,Specifications of FRICTION Men's Vest Vest Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% COTTON HOSIERY Neck Round Neck General Details Pattern Graphic Print Ideal For Men's Fabric Care Wash separately gently in cold water, Machine wash tumble dry low, Do not Bleach, Dry in shade, Never Iron directly on Plastic print & Label Additional Details Other Details Product colour may slightly vary due to photographic lighting. Style Code FR-JP-12 In the Box 1 vest",,,,,269.0,0.0,0,"sleep, inner, men's, vests, wear, clothing",FRICTION,In Stock,"friction men's vest, sleep, inner, men's, vests, wear, clothing"
VESEGVEMNYBU8DBE,Zacharias Men's Vest,Clothing,Men's Clothing,Inner Wear & Sleep Wear,Vests,"Key Features of Zacharias Men's Vest Black, White Cotton,Zacharias Men's Vest (Pack of 2) Price: Rs. 498 Wear during activity or after to reduce post-exercise muscle soreness and improve performance. .Warp-knit construction offers superior compression and durability. Microfiber construction wicks moisture away from body and regulates temperature. Hem gripper around the waist and taped bonded sleeves ensure maximum comfort.,Specifications of Zacharias Men's Vest (Pack of 2) Vest Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 2 Fabric Cotton Neck Round Neck General Details Pattern Printed Ideal For Men's Fabric Care Fabric Care refers to the directions to be followed with respect to taking care of the product. It would relate to the washing and drying instructions for customers. Additional Details Style Code Zach-sando-blk-wh_ In the Box 2 Vest",,,,,498.0,0.0,0,"sleep, inner, men's, vests, wear, clothing",Zacharias,In Stock,"zacharias men's vest, sleep, inner, men's, vests, wear, clothing"
VESEGWKGAHDPETKA,SM Nutrition Men's Vest,Clothing,Men's Clothing,Inner Wear & Sleep Wear,Vests,"Key Features of SM Nutrition Men's Vest Cotton,SM Nutrition Men's Vest Price: Rs. 649 our stringer vest outclasses average gym stringer vests for feel, fit and style. Everyone looks great in the stringer vest. Stylish and impressive worn as a gym stringer vest, festival vest or beach vest - it's an iconic classic that can be worn on so many occasions. The dk stringer vest has a soft, light weight feel, making it a pleasure to wear and work out in. The shape has a flattering cut which enhances the physique, accentuating the upper body and giving a slim look without clinging around the waist. Excellent in and out of the gym,Specifications of SM Nutrition Men's Vest Vest Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric Cotton Neck Round Neck General Details Pattern Printed Ideal For Men's Fabric Care Do not Bleach, Cold Machine Wash Additional Details Style Code dkp1yellow In the Box Vest",,,,,649.0,0.0,0,"sleep, inner, men's, vests, wear, clothing",SM Nutrition,In Stock,"sm nutrition men's vest, sleep, inner, men's, vests, wear, clothing"
SHIEGWVPC5BDNC73,Bharatcraft Showpiece - 5 cm,Home Decor & Festive Needs,Showpiece,Contemporary,Bharatcraft Contemporary,"Key Features of Bharatcraft Showpiece - 5 cm Polyresin Height - 5 cm Width - 10 cm,Bharatcraft Showpiece - 5 cm (Polyresin, Brown) Price: Rs. 499 This is an Imperial Golden King Money Frog that is large and heavy. Made of high quality earth material, it suits perfectly the use in Period 8 because earth energy rules the period. This product will be an envy for your peers. The Money Frog is depicted sitting on a bed full of wealth, treasures and ingots. It has a crown on its head to represent its throne and right behind the throne is a bagua.,Specifications of Bharatcraft Showpiece - 5 cm (Polyresin, Brown) General Brand Bharatcraft Model Number HD10012 Type Fengshui Material Polyresin Color Brown Dimensions Height 5 cm Width 10 cm Depth 7 cm In the Box Sales Package 1 Showpiece Figurine Pack of 1",,,,,499.0,0.0,0,"showpiece, bharatcraft, decor, needs, festive, home, contemporary",Bharatcraft,In Stock,"bharatcraft showpiece - 5 cm, showpiece, bharatcraft, decor, needs, festive, home, contemporary"
HRCEGVR9HBWKYFPD,Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color,Beauty and Personal Care,Hair Care,Hair Colors,Loreal Hair Colors,"Key Features of Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )50 ml Each With 20 Vol 6 % Developer 1000 mL A tone on tone color to cover white hair up to 70%! With deep reflexes and exceptional smoothness. Pastel toning of bleached and highlighted hair It is an ammonia-free color service that enhances the natural color of the hair with radiant and bright reflections.,Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color (Brown) Price: Rs. 3,295 Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )50 ml Each With 20 Vol 6 % Developer 1000 mL A tone on tone color to cover white hair up to 70%! With deep reflexes and exceptional smoothness.Pastel toning of bleached and highlighted hairIt is an ammonia-free color service that enhances the natural color of the hair with radiant and bright reflections.,Specifications of Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color (Brown) Hair Color Traits Ammonia Free Yes General Traits Quantity 1150 ml Ideal For Men, Women Container Type Bottle Color Brown In the Box 1 Developer, 3 Tube",,,,,3295.0,0.0,0,"personal, hair, care, colors, loreal, beauty, and",Loreal,In Stock,"loreal diarichesse no- 5 light brown ( pack of 3 )with 20 vol 6 % developer hair color, personal, hair, care, colors, loreal, beauty, and"
SHIEGWVP4ZGYGG5Y,Bharatcraft Showpiece - 35 cm,Home Decor & Festive Needs,Showpiece,Contemporary,Bharatcraft Contemporary,"Key Features of Bharatcraft Showpiece - 35 cm Silver Finish Height - 35 cm Width - 6 cm,Bharatcraft Showpiece - 35 cm (Silver Finish, Silver) Price: Rs. 1,199 Beautiful 15 inch tall pair of swan. Best suited for home, office decor or for gifting purpose.,Specifications of Bharatcraft Showpiece - 35 cm (Silver Finish, Silver) General Brand Bharatcraft Model Number HD10020 Type Animal Figurines Material Silver Finish Color Silver Dimensions Height 35 cm Width 6 cm Depth 5 cm In the Box Sales Package 1 Pair of Swan Pack of 1",,,,,1199.0,0.0,0,"showpiece, bharatcraft, decor, needs, festive, home, contemporary",Bharatcraft,In Stock,"bharatcraft showpiece - 35 cm, showpiece, bharatcraft, decor, needs, festive, home, contemporary"
HRCEGSKJZKJ9H3AV,Krypton Hot Huez Temporary Hair Chalk Hair Color,Beauty and Personal Care,Hair Care,Hair Colors,Krypton Hair Colors,"Krypton Hot Huez Temporary Hair Chalk Hair Color (Multicolor) Price: Rs. 299 Hot Huez Hair Chalk is the hot new hair craze that allows you to instantly change your look with eye-popping color!!! Hot Huez Hair Chalk is fast easy and washes right out with your shampoo. So whether it's for a rocking day or a special night.Hot Huez Hair Chalk is instant with glamorous fun just for you. Just choose your hue slide along hair and color goes on. Each set comes with 4 fabulous colors Hot pink Electric blue Fiery fuschia and Neon green. Get your Hot Huez today while it lasts. It has vibrant color with high impact styles and with no mess dyes or sprays.,Specifications of Krypton Hot Huez Temporary Hair Chalk Hair Color (Multicolor) Hair Color Traits Ammonia Free No General Traits Quantity 100 g Ideal For Women Container Type Circle Color Multicolor In the Box pack of 4 color",,,,,299.0,0.0,0,"personal, hair, care, colors, krypton, beauty, and",Krypton,In Stock,"krypton hot huez temporary hair chalk hair color, personal, hair, care, colors, krypton, beauty, and"
HRCEGVZ9GNYJNREX,Loreal Diarichesse No- 1 Black sort Svart Musta ( Pack of 3 )With 20 Vol 6 % Developer Hair Color,Beauty and Personal Care,Hair Care,Hair Colors,Loreal Hair Colors,"Key Features of Loreal Diarichesse No- 1 Black sort Svart Musta ( Pack of 3 )With 20 Vol 6 % Developer Hair Color Loreal Diarichesse No- 1 Black sort Svart Musta ( Pack of 3 )50 ml Each With 20 Vol 6 % Developer 1000 mL A tone on tone color to cover white hair up to 70%! With deep reflexes and exceptional smoothness. Pastel toning of bleached and highlighted hair It is an ammonia-free color service that enhances the natural color of the hair with radiant and bright reflections.,Loreal Diarichesse No- 1 Black sort Svart Musta ( Pack of 3 )With 20 Vol 6 % Developer Hair Color (Brown) Price: Rs. 3,295 Loreal Diarichesse No- 1 Black sort Svart Musta ( Pack of 3 )50 ml Each With 20 Vol 6 % Developer 1000 mL A tone on tone color to cover white hair up to 70%! With deep reflexes and exceptional smoothness.Pastel toning of bleached and highlighted hairIt is an ammonia-free color service that enhances the natural color of the hair with radiant and bright reflections.,Specifications of Loreal Diarichesse No- 1 Black sort Svart Musta ( Pack of 3 )With 20 Vol 6 % Developer Hair Color (Brown) Hair Color Traits Ammonia Free Yes General Traits Quantity 1150 ml Ideal For Men, Women Container Type Bottle Color Brown In the Box 1 Developer, 3 Tube",,,,,3295.0,0.0,0,"personal, hair, care, colors, loreal, beauty, and",Loreal,In Stock,"loreal diarichesse no- 1 black sort svart musta ( pack of 3 )with 20 vol 6 % developer hair color, personal, hair, care, colors, loreal, beauty, and"
WATEJF9XYZGHQXQT,Fimex fx167 Analog Watch - For Girls,Watches,Wrist Watches,Fimex Wrist Watches,Fimex fx167 Analog Watch - For Girls,"Key Features of Fimex fx167 Analog Watch - For Girls Dial Color: white Dial Shape: Round Strap Color: Pink,Specifications of Fimex fx167 Analog Watch - For Girls Functions Watch Features Altimeter General Type Analog Style Code fx167 Ideal For Girls Occasion Formal Warranty 3 Months Body Features Dial Shape Round Strap Color Pink Dial Color white",,,,,225.0,0.0,0,"analog, girls, for, fx167, watches, fimex, wrist, watch",Fimex,In Stock,"fimex fx167 analog watch - for girls, analog, girls, for, fx167, watches, fimex, wrist, watch"
SHOEJF5G5NAZ4EMG,ETHICS Running Shoes,Footwear,Men's Footwear,Sports Shoes,ETHICS Sports Shoes,"Key Features of ETHICS Running Shoes Material: Synthetic Leather Occasion: Sports Color: Orange Heel Height: 0,Specifications of ETHICS Running Shoes General Occasion Sports Ideal For Men Shoe Details Weight 449 g (per single Shoe) - Weight of the product may vary depending on size. Heel Height 0 inch Outer Material Synthetic Leather Color ORANGE",,,,,298.0,0.0,0,"ethics, footwear, men's, sports, shoes",ETHICS,In Stock,"ethics running shoes, ethics, footwear, men's, sports, shoes"
VASEJDBZDNPPUFEK,@home Enchanted Cushion Ceramic Vase,Home Decor & Festive Needs,"Flowers, Plants & Vases",Flower Vase,@home Flower Vase,"Key Features of @home Enchanted Cushion Ceramic Vase Material : CERAMIC Color : GOLD has to be kept on Table decorative purpose,@home Enchanted Cushion Ceramic Vase (8.646 inch, Gold) Price: Rs. 1,170 VASE ENCH FRST CUSHION GLD 23X22CM,Specifications of @home Enchanted Cushion Ceramic Vase (8.646 inch, Gold) General Brand @home Suitable For Table Model Number HGFVSIMSTGLD00134 Type Vases Material Ceramic Model Name Enchanted Cushion Color Gold Dimensions Other Dimensions 23.5X12.5X22 (LXBXH) in cms Height 8.646 inch Width 9.2355 inch Depth 4.9125000000000005 inch Body & Design Features Shape Tumblers In the Box Sales Package 1 Vase Pack of 1",,,,,1170.0,0.0,0,"plants, @home, decor, flower, needs, flowers,, festive, vase, home, vases",@home,In Stock,"@home enchanted cushion ceramic vase, plants, @home, decor, flower, needs, flowers,, festive, vase, home, vases"
